App,feedback ID,labeled,bug report ID,
org.mozilla.firefox,gp:AOqpTOHCx2V5sECbTGkyXnZPDhPhoZmjN-JGpGUbU2yHWcA_gyKuLocDcfOxS0fhgDC8eTvSDoLHhf2AbV3FsQ,TRUE,,
org.mozilla.firefox,gp:AOqpTOEL27H1H8duGT6Hg28hAPk9zsfkQ5zdA0ljRe3YbTN7EZPeUSU3rxu61MW-4kCyvzBMazFcgMGx_SvRBQ,TRUE,,
org.mozilla.firefox,gp:AOqpTOGXR1gJc04kpoOqerRGcxEcO_YUcKPxsUj0osufnSHbImPeGgxG36aYI7BwprToL9Ncp24W-YCpmcvvfw,TRUE,,
org.mozilla.firefox,gp:AOqpTOE8WGmdtxu2EoiXAIZfciBvShTJcFZOENQSurn_HHmrr_FiS7U3YFVn666Oe_vO1lO2lHOd-w8lehEiqQ,TRUE,,
org.mozilla.firefox,gp:AOqpTOFv75ZTcL__aV44YWHHXdjXazNo9Hlk-Jb1NiLBxSzwkM2rf1gcXfTsMy-W8PZdPEpC_GpTh1vceIG3Yg,TRUE,,
org.mozilla.firefox,gp:AOqpTOFy_BJES6PwGoaLdmnntskVyWajpxnjjOElLCLcBZQ1JQNqWZ-wi7B-Iv8cuvij9ZfP_ihbsGNGe959lw,TRUE,962118,
org.mozilla.firefox,gp:AOqpTOHJ81i-AQfva9PU1G8B4H5APUNwRJyVOzm_kASVetQZcI83RXDCN32z4Ly7oyEKIvHq-U41-YjlPdo2jg,TRUE,893588,
org.mozilla.firefox,gp:AOqpTOFOKcnPQ41xqVIf3mEcteryQ2ZbQ4vImwwaFe5gijySiuOfGo33tZTeuCMKqZKQduU7z8kcSGAw0ax4mg,TRUE,1406000,
org.mozilla.firefox,gp:AOqpTOEsUPD15t9zoJRSyEw9Lka78ks0Edk8EdzSN6JSnj5zxi5vCZjFRbqqC-r94aF9E4Ci56WHPbKs5wW81Q,TRUE,752432,
com.nextcloud.client,gp:AOqpTOFyWZctbanineUEgVrUSkeXrCQn_5L-GzEGC3-2lTQdqNnn2r4h7CGbVtV89_Gt97r6kl6PvfeuoToqSTE,TRUE,,hier gibt es sehr viele issues die genau das problem beschreiben
com.nextcloud.client,gp:AOqpTOH6Cb_ItNm8rWqSJ0C9MK5aKkiAHQxZ93faF0NrXvoDn4mJ58UUuJ8ax2vWYnvv0o3VJVd9okCGEcunxiY,TRUE,,hier gibt es auch viele passende
com.nextcloud.client,gp:AOqpTOF-sJPUWQgjcYr_I3glVRBklz0AoLE073-F0P6stDBwsQJTTC7jLOeIlRBvfAtTyR5-H5OvUV18WzV8Kcw,TRUE,,
com.nextcloud.client,gp:AOqpTOG8HF7CLp0yPhrfcLll-7tgpKsrPEUXeq4tgP3gP0OR73oTe1ow6gdNwv6D8FKZvYtCMMGzYAMj3pigOec,TRUE,658227799,
com.nextcloud.client,gp:AOqpTOGOrKhqp8uxE-bKsSAA8656M4ZKCE1SWY4k7bekqAbYWoHWXwUl9IokRI4fgEkSJEndnsBB8-uVngCUfQw,TRUE,320606456,
com.nextcloud.client,gp:AOqpTOFS0_01G7_DT24EBvSqD9JVrYaN4o6Tyxz3ubV4h5f3X3Q_msnKOxhAwp7oFwZ5RKcC24uZArLH-MzELWQ,TRUE,593767250,
com.nextcloud.client,gp:AOqpTOHlOuYYKKfW890IooqItA9xUNj-jE0pW7YFzcw2o54uM-9Rf6E-CqSefgpmTWU3avVNAl2WonLlYTFn_Iw,TRUE,339180116,Nextcloud keeps crashing
com.nextcloud.client,gp:AOqpTOE_91aRrLvxCQGzM6tLu8sC-vIf_CsDhk-1c5jxJV3zOuPfs7TMAeVKy6rMtqrXQv8y1spdpejHrHn_73I,TRUE,663795023,
com.nextcloud.client,gp:AOqpTOH8HT6ZaYh1bIv6H8tit-1PY6E4oieCjo_W03cf2fDznIQncYEXm_RHproW43ZETsMIxofvaf2SB1vG2VE,TRUE,453925761,
com.nextcloud.client,gp:AOqpTOExzpJEQ8pI89BVWEsA7vRgaU7bPj1qVG1nchTIaBjoJfzZmoDJxhn-RIOQdaD6YwgPw7Z6JQO27POZ2Xw,TRUE,675483630,
org.mozilla.firefox,gp:AOqpTOGcLzWTFPkRhKJ2c89xMqmQrj8yMt1YzUJzPUOHgLMMfVNaUvrV6DCKj3kSER6MT1jibHJmD4eeEpTzlQ,TRUE,741608,Had hard time getting hooked up. Still can't get app to show up on my personal phone page.
org.mozilla.firefox,gp:AOqpTOHsQSGALl2eSse4Ym2NUJMfnyY9B07juYhrV5QwLa2COm1j2CAFhuT0UZsZNYFF5XvmPODTd_PzgogQ1w,TRUE,,"Worst browser i have ever seen. So poorly laid out. No home, favorites, bookmarks, or anything that every browser needs. Dark mode doesn't even work. Go shoot yourselves, devs!"
org.mozilla.firefox,gp:AOqpTOGG2YV24_ghgHS0hpdCkcrTsZx34dF7ij6x5XbC25fLwtR9tfr07A7tJEErgujCpRLbIc_pab0w2Rqnqw,TRUE,711574,"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone"
org.mozilla.firefox,gp:AOqpTOHzAOUrDtYYn1B9yCQmjNEcueQ2QdkFjaFwLXPAU97mPxDk0xkXI7-xHpP8ujUGoB0tMG3FEUFK4tOl8A,TRUE,1493495,"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery."
org.mozilla.firefox,gp:AOqpTOG9CiNNXZdfD3Z0XZJUNkG8sPxKwc-tl4WPFVy1YTpY0fQZF22zG75ZqxV_OETSasyr2aHE4sq2j8jxkw,TRUE,,"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension..."
org.mozilla.firefox,gp:AOqpTOFPbFBgWDrmy_Ec76ZO8IijsxWH74LCHj9GdkYEJ-NVwY5rWYLVQ8Tc2P0vnpRUiKvod2X2IWpzaqbFjw,TRUE,1541786,Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.
org.mozilla.firefox,gp:AOqpTOEOpjzSXssZdw-v-eWaXR0Ute2zTN4opvkT9k8uzG7AKcYMD1fqqfcTiknFCNS9GaMk6J1yuw_6KLf0YQ,TRUE,820950,"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc."
org.mozilla.firefox,gp:AOqpTOEWI3x108VaobfiXsrIV4usRLkFtLbcWTl2N4jQ0y8TEUw3eONi-DFYE-D2sJqdoBhSQWlJTHSnY2nqEw,TRUE,820950,"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function."
org.mozilla.firefox,gp:AOqpTOGUXWQeiyIds92xRGtI6kNMqfVjJP-eokz22-2j7nPHwfaLgrPsDaWpsFjpVbBdgNGUni_7QnpDP2_P6w,TRUE,1263752,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.
org.mozilla.firefox,gp:AOqpTOEqgoA2Kbvt4cWb6lTt0H7sdEohUJzLk46t_SoMTXue0dKW40GHtbB1vST7Wg_3XWjnvJYLnpGaZrC25g,TRUE,1263752,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.
org.mozilla.firefox,gp:AOqpTOE83jYKmxNbY7WTLzddtIxVS1cA_cDdzWo8Jy07uBzIvmlzLAXSDY6fbkG0jSmZnY3GICoLx9vE9x9eEQ,TRUE,,Downloads never resumes when one lost his network work connection. Other than that I got no problem with your application. Please fix this then I may become tempted to change my rating for this app. Otherwise am uninstalling it.
org.mozilla.firefox,gp:AOqpTOGDlqnzFuLPpfYTo928n87P8Srzcxve4QoGmAjghNIzy8TGVaQdfYO7BufyscbZaBZO_YH96Fhbdd1HKA,TRUE,,"Used to love it but after my s10 updated to the latest Android, gifs in this app no longer loop just fyi. Please fix."
org.videolan.vlc,gp:AOqpTOF3du2vmIJxQJ6_ZIi0X7Pkl43ZGDQK3r514IF7U_xQX4BLrypnz_nvDk1gGz8wDpNyXSQb5I8Qp1oniQ,TRUE,,04/21/2019 = The new VCL update for Android sucks. It has my music files all messed up. If something is not broken don't fix it
org.videolan.vlc,gp:AOqpTOFt8_hU-V2yX2MGWHfG6zwoEgfCAjLOT--N2g9UCtAE8PP4ERdIDbaJ5QkWZYSbkyupsunpbYKhlfoxdw,TRUE,,"Why does this app seem to time out so quickly when playback is paused??? What's the point of Adding a folder to Favourites, if there's nowhere to view Favorites??? Why won't this app remember where it was in a playlist and allow for resuming from there?"
org.videolan.vlc,gp:AOqpTOHeXVQ7bULLsZMrqYGZD3dpHxF_hzcyEp3OoWt0hjU6LSOui8m3vqmqIj5y-x4uFkseszsMlSS7mdjwhg,TRUE,14722,"Full of bugs. After the the time sleeper turns the app off, it won't play anything more without closing the app from the app settings. Also, it runs continously on the background even after closed (whether with sleep timer or by any other means) . Can't swipe it off from the notification scroll down bar, and keeps consuming battery."
org.videolan.vlc,gp:AOqpTOHkcxenaW8AA4JLBNkfWC7rsyU-EoH9bnPzdH4weBAm-8_3hB7yyhZNO4OeD_MFC_NWGHJn_D4bpq3bKA,TRUE,,Terrible. It buffers all the time and I can literally watch nothing with this player.
org.videolan.vlc,gp:AOqpTOEYYcY0PTCccNPq4z7_O5Apz2jSmax-1OE7Z0WWNg0tBSahp9LiOF_9aYhdaHlhrHGDxtU47WLsFcCJfQ,TRUE,,Favourite player but Could not find a way to prevent it crashing with Huawei emui 9. Reluctantly moved to mxplayer which doesn't have this issue
org.videolan.vlc,gp:AOqpTOGBG65zU-p1DD0ol6zTan9FO0pDGhrE8dUP3m15pJ3wm5BBmeJ4diMsu1U5wEEr7CaDwa9f6rmKnMZCcA,TRUE,,I recently downloaded this app and I must say it's actually the best so far but the only problem is that when I add a subtitle it works but the speaker speaks before the subtitle appears it does not come at once with the speaker. Please I need reply
org.videolan.vlc,gp:AOqpTOFr-t_SAHEimaBri1cPRzmqAxwFe-AntEgJuqgj6IadBrM7Ci2q4tozWfBzB7g0U05zJJFNbqy6RIDciQ,TRUE,,"I like the app. But there is problem I face. Though I delete a video from the phone, the clip still shows in the VLC Directory. That's very annoying."
org.videolan.vlc,gp:AOqpTOH69o5A7KicKMLI09dSGOKmKOOl3U6Vqyrrt1jluM1Yr4N5KZLprpg2yFEM8iTyU6YFku2KBpZcWVXVCw,TRUE,,"My TV just updated to the latest 3.2.6 version. Now when set to Android TV UI app will exit when opening any browsing option. Internal, Network, favourites, etc, etc. Seems to work fine in normal UI mode. Just more difficult to use. And seems to have lost file skip functionality."
org.videolan.vlc,gp:AOqpTOFiOr-gcJ4PBy0N-_iJIM98UzOv73Zju7jA8B-7ibDMc6b_RjOa-7qEzzpskt-COgBtC9srbOsgo6RVsQ,TRUE,,Recording voices and videos it should not again I used to have this problem with it a couple years ago and then it stopped now it's doing it again please fix or update
org.videolan.vlc,gp:AOqpTOEy0hOv2xs5e6oerr4J657fJOr3QHVtri3SmOxWGaOdtnwACfo9z-czDGpLhaHPIHTdJaMI9E3Aboy2yA,TRUE,,"I just found 1 bug, when in landscape mode, the app icon is missing for some reason, please fix this :)"
org.videolan.vlc,gp:AOqpTOEPZ_1uVGOWTAi14VenXMd8vixvOFGwmS9ZK-XOc59bj8VriQcYAWfaA8cJV0LbJrLZVeB1L7hcQ0Xm1w,TRUE,22387,I used to love this app and swore by it but recently I've had nothing but issues with casting videos. It either stops or you lose the UI so can't control the vid.
org.videolan.vlc,gp:AOqpTOHH0IcKkGgTco8OvT5hDdtqKXR9CPltWdqgSLHzhvNi9AIbi898tEnfK1aSL8PioJbDLETTJSIyRbFZnw,TRUE,22387,This is a great video player that can play files from phone storage and network shares but presently has some Chrome casting issues. Phone display keeps turning off preventing easy movie control and dropping the cast. Need a default option to keep screen on while casting. No subtitles during casting either. Would love to see these little issues fixed soon. Keep up the good work.
org.videolan.vlc,gp:AOqpTOEKIljP4vVgi3eVlcW7OdDLh_0PLCPzkrl_2FZnyem4rnnThyc2CyySb38_GIBjqJYHlqIyQ3bEz9-l1w,TRUE,,Thumbnail doesn't disappear when video is deleted
org.videolan.vlc,gp:AOqpTOH8GLA_LmiwspIM5eT2vtSaXBUbC5GbqKAPXgpmHDsGWZ7KJViYlbloH_vlwGFmTrNq74RDgmg33lFkJw,TRUE,,"This app has had really irritating problems for years, and I cannot even figure a way they haven't have fixed if ANY of the developers are actually using it. Sometimes videos will loop back to a certain point in the video when they're finished without the ab loop being turned on in any perceivable way. Sometimes it won't auto play the next item on a list. Sometimes it will always play a media from a certain point when starting it - yet it DOESNT properly save the last play location upon leaving"
org.videolan.vlc,gp:AOqpTOHbxgmczD_d07MiGBv6e14f3JMz9YpyVgjAFtsJI6WbFQ168IO5TzIFwcxTG8UZ_3UeJ8QPiwU5sXpglg,TRUE,,"The update mentions multitasking shutdown fixed! They did a terrible job! whenever I open any media file from file manager using VLC, and switch tasks it abruptly shuts down! On top of all they plainly Lie about the update! Useless team .really disappointed!! phone: redmi note 5 pro!"
org.videolan.vlc,gp:AOqpTOHKAm7WBPnEoA3ZxrKTjq6nf-voCbmIl_R9eySdoUgNRyKnijkuou4mtzWJw674_petBjelnHsSugoT3A,TRUE,,Everything is perfectly alright. The only problem i am facing is the full characters of any video is not shown in the playlist due to which it is hard to find a video especially in a playlist etc of any course downloaded from youtube.
org.videolan.vlc,gp:AOqpTOFV5chptOoAaF2YSrf-xsZ0t-HtC0p3TQ9yJlX3fPGZB1fO9pTUmEPFYng_E5x383J6SV9P0v7mbof3Sw,TRUE,,"All things are good but when delete a video from your phone especially whatsapp video , vlc still show these videos. When you try to play these videos vlc shows video not found . Please fix this ."
org.videolan.vlc,gp:AOqpTOGQBDddhluqyzP_ySDPWr3zs-REJUvsLKJLRCdjBDO0pjyuUj4OePoGoySC0gt1sqpG7NGmi4korb1dgA,TRUE,,"Guys, I have a problem with my android smart TV. When i tried to download subtitles in my TV, it loads but doesnot download inspite of having a good internet connection."
org.videolan.vlc,gp:AOqpTOG_F8MEqho6mkgePMA9b7V7fQA6zs4x49y5-2_-rqDNGqjUOjTOqAt-aYLD7x42n4lB_6Vr2XP63eW5Og,TRUE,23710,I updated the app 2 days ago...I regret my decision as I can't use it anymore because it keeps crashing now...
org.thoughtcrime.securesms,gp:AOqpTOFqvBb0ZzTyfrFGDXjJsXXcZFKTxFkKw8iks5XdWbW7yBG8fon6jR2WB5XNkmczchBe4Gut1GK5jz6EWA,TRUE,,Opened up my SMSes today and was locked out from them by Signal. It is insisting I create a pin so it can upload data to their cloud servers. I feel like they have violated my trust.
org.thoughtcrime.securesms,gp:AOqpTOGVQStc6cN7LoRomIKeaLEbvjbmSCzEal2TRx8z2c949RVtyWM5DUdzSdeYOpZkIGJKj5N1_ThSx9tAuQ,TRUE,,i message my boyfriend with this exclusively instead of text. love it. calls are spotty but they sound terrific when it works. not a huge fan of the video chat since it doesn't rotate to landscape and you cant move your selfie-cam window
org.thoughtcrime.securesms,gp:AOqpTOHYcl7ThtvVBcHR-nbZiFqczER8amkVfDkZ4nKfaVDdyNf9MAeoVEVPxTzNgXkE111ZVzBx_E1vhvcQIQ,TRUE,,Forced to use a PIN number. Which I don't want to use. Deleted the app because it froze and when I reinstalled it all my messages were gone. Lost a ton of information. Garbage.
org.thoughtcrime.securesms,gp:AOqpTOHBZHgwtbci4efy_yTrH9xmtkxUmfRoQpO3B6BwzYLjp0yrblu63DrMQXkePY4HX0p9V4sCFGeB0pUfuA,TRUE,646474953,So confusing! Most messages are significantly delayed and it's hard to tell who they're from and how to respond to the right person.
org.thoughtcrime.securesms,gp:AOqpTOFwf_oIXdugy136cKFaYfIOFSisC-pwqL_4xmobxbOc899FKI3H0cMWgiqh3yOCxRIAOe6Uc_4ncTOWmQ,TRUE,81922192,"App closes every time I try to read a message or send one. Have cleared cache, all data and restarted it. Can't add numbers or send messages. Very strange."
org.thoughtcrime.securesms,gp:AOqpTOGkQSR7uPZAHwavZjwWCb_qr8RqfNaIUmc5sNv9kALAQKpWR9jDZf0PlyGo1UUWE-vAC1qYdH-4jhruHw,TRUE,,Never fails even when no regular phone signal. Update to my opinion of this app. Has become very user unfriendly. Won't let you use the app unless you meet their demands every 2 seconds while you are trying to use it. I am uninstalling it.
org.thoughtcrime.securesms,gp:AOqpTOFa6sLz027N1LmVexUPl4uOgvENnGckoTXLGkeX9B4CRObJWSJOHc2mIR3hcUrdPbWnnmuJECQTPG56yw,TRUE,,Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?
org.thoughtcrime.securesms,gp:AOqpTOHeJAjJJuaeESSiVR_dAszV1qaZQlTeQYp4PICybVMdAa9Uy3owgFNYaIXAAopAgmvsAqjZVrm8Uk8iYQ,TRUE,,"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could."
org.thoughtcrime.securesms,gp:AOqpTOFayUU8QELmoVX0SuaUo9P1kp7gXlVSUduQobcL-DGINnmP1Yb7MJs0so78u_NX42ltGGvHdMdrJ0REGQ,TRUE,452678929,2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.
org.thoughtcrime.securesms,gp:AOqpTOEfdw_eAT1OgKO3ObWts_Up5Ls_n4QcJdFYkXIe05FsHm53sm6cOT5yUs-Zaa5dJ7Nxaq8o9HQSL3v__g,TRUE,,"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application."
org.thoughtcrime.securesms,gp:AOqpTOFJ9DxXpbSUAFfTInILtgQ7VsLGCWmFwoRn60ViwXgSLDxwxbZR5tPAvrUqbwALmkYFoYas9Ja5gaCgcw,TRUE,,"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default."
org.thoughtcrime.securesms,gp:AOqpTOGvW2ZWyWFdJ9TNMD0LIMEJpTXMTPcic8w603HWNLylMqmRKp1hJ59D7bOPu8muc4W61fbji7l-LKJ8VQ,TRUE,,"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed"
org.thoughtcrime.securesms,gp:AOqpTOF1szL464RwdCdU5mdCXhtV-1T3HaS4VDLa30lY5OE-BxkeSeDhFCiDeJzeJv-pc1qd53MmmNJgPkwONg,TRUE,,App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.
com.nextcloud.client,gp:AOqpTOGsXLXuIsTdjlgFkgUhH7SxGJ-y_MPYFN34Qg4w28gAQO3S-6xX4tWxoSgWCbN8aiqedKSyxG4ttQT2VkU,TRUE,266284752,Man I love nextcloud but good God this app sucks. Constant crashes clicking photos in the menu doesn't show photos instead its constantly loads or crashes. I'd be willing to pay a few dollars a year for some good work on this app. I think most people would agree. This app needs alot of work. Limited organization with only favorites working. No tags in this app. Don't expect a fun easy browsing experience here.
com.nextcloud.client,gp:AOqpTOHSyPvaZKH2M3fDGa6QURUge4OYzsOyXDWKXU1sVl0qZk1YZoLRVtAp3qmSkXbbdGkVLSUAolD7-MzzRII,TRUE,598418382,"Still broken. Random crashes, wrong items being show in some of the screens, the photos section never shows up correctly... Unreliable app feels really buggy and not robust at all. IOS version feels a bit more finished ... This one is an alpha"
com.nextcloud.client,gp:AOqpTOEx_igQ3AZxwqI4yJWascwqzo-TISsAKJ58Tl6GewAiTRKspjn0ImX_Fr4G98P0EnuuY7qQ87P0-c1RoDc,TRUE,266284752,"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers."
com.nextcloud.client,gp:AOqpTOFhkcDNDtq6Xw8mLNR6wlHyaHca1spirTVs-fp-sIzZ41zMcBGwSppdEMtqUpGGkWPakFUoDTOlztgSxKE,TRUE,,"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder."
com.nextcloud.client,gp:AOqpTOFZe_MefW_SwjAL57zbvOxKlDHz1H4-TaIfVUQE6U-zSlY39iJlReKMK4RpUevG2LOVo0o5ndY9pkA9M0U,TRUE,228715587,"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network)."
com.nextcloud.client,gp:AOqpTOH2UrxEAHnjvsV-2ySGX7wzUBzRCLFUCaaNcO78GokPXt7ODRTG4PN54Q15Y9vUQQB5OIZuQdHj0Lgyw9I,TRUE,665654058,Used to work great now you it just crashes every time you try to log on
com.nextcloud.client,gp:AOqpTOFINyLefUIPAww64SAU4lUMp17SN7P7dEolH_p6uLlSK6aiffjBIWMMWOdFjvVYCjomSQEmyXps71I_6r4,TRUE,228715587,"even when disabling ALL automatic uploads, it still tries to upload files."
